geocoded_address,event_date,year,CSA2010
"2200 KLOMAN ST, BALTIMORE, MD, 21230",8/10/16,2016,Westport/Mount Winans/Lakeland
"3900 CLARKS LN, BALTIMORE, MD, 21215",8/11/16,2016,Glen-Fallstaff
"2400 FREDERICK AVE, BALTIMORE, MD, 21223",8/12/16,2016,Southwest Baltimore
"1300 W LAFAYETTE AVE, BALTIMORE, MD, 21217",8/12/16,2016,Sandtown-Winchester/Harlem Park
"1100 WALTERS AVE, BALTIMORE, MD, 21239",8/12/16,2016,Loch Raven
"900 N MONROE ST, BALTIMORE, MD, 21217",8/15/16,2016,Sandtown-Winchester/Harlem Park
"1700 MALVERN ST, BALTIMORE, MD, 21224",8/17/16,2016,Southeastern
"101 FRANKLINTOWN ROAD, MD, 21223",8/17/16,2016,Southwest Baltimore
"200 S CALHOUN ST, BALTIMORE, MD, 21223",8/19/16,2016,Southwest Baltimore
"1 S MONASTERY AVE, BALTIMORE, MD, 21229",8/19/16,2016,Allendale/Irvington/S. Hilton
"200 BRIDGEVIEW ROAD, BALTIMORE, MD, 21225",8/20/16,2016,Cherry Hill
"5300 SINCLAIR LANE, MD, 21206",8/22/16,2016,Cedonia/Frankford
"2800 MAYFIELD AVE, BALTIMORE, MD, 21213",8/22/16,2016,Belair-Edison
"2400 BRENTWOOD AVE, BALTIMORE, MD, 21218",8/22/16,2016,Greater Charles Village/Barclay
"600 HILLVIEW ROAD, BALTIMORE, MD, 21225",8/24/16,2016,Cherry Hill
"4400 DAYTONA AVE, BALTIMORE, MD, 21215",8/24/16,2016,Southern Park Heights
"700 MURPHY LN, BALTIMORE, MD, 21201",8/26/16,2016,Upton/Druid Heights
"1100 EDWIGHT CT, BALTIMORE, MD, 21225",8/26/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"200 S AUGUSTA AVE, BALTIMORE, MD, 21229",8/27/16,2016,Allendale/Irvington/S. Hilton
"x=-76.596741, y=39.316070",8/27/16,2016,Midway/Coldstream
"1 EXETER ST, MD, 21202",8/27/16,2016,Harbor East/Little Italy
"6100 SHIPVIEW WAY, BALTIMORE, MD, 21224",9/2/16,2016,Southeastern
"3700 BANCROFT ROAD, BALTIMORE, MD, 21215",9/2/16,2016,Glen-Fallstaff
"2300 WILKENS AVE, MD, 21223",9/4/16,2016,Southwest Baltimore
"3401 MONUMENT ST, MD, 21205",9/5/16,2016,Orangeville/East Highlandtown
"4600 YORK ROAD, BALTIMORE, MD, 21212",9/6/16,2016,North Baltimore/Guilford/Homeland
"1100 N STRICKER ST, BALTIMORE, MD, 21217",9/6/16,2016,Sandtown-Winchester/Harlem Park
"700 MURA ST, MD, 21202",9/7/16,2016,Greenmount East
"3200 BRENDAN AVE, BALTIMORE, MD, 21213",9/7/16,2016,Belair-Edison
"23 GORMAN AVE, BALTIMORE, MD, 21223",9/7/16,2016,Southwest Baltimore
"2200 E OLIVER ST, BALTIMORE, MD, 21213",9/7/16,2016,Clifton-Berea
"1900 CLIFTON AVE, MD, 21217",9/7/16,2016,Greater Mondawmin
"4400 PLAINFIELD AVE, MD, 21206",9/8/16,2016,Cedonia/Frankford
"3900 DOLFIELD AVE, BALTIMORE, MD, 21215",9/8/16,2016,Dorchester/Ashburton
"1800 E 29TH ST, BALTIMORE, MD, 21218",9/9/16,2016,Midway/Coldstream
"300 W LANVALE ST, BALTIMORE, MD, 21217",9/14/16,2016,Midtown
"1800 N CALVERT ST, BALTIMORE, MD, 21202",9/15/16,2016,Midtown
"700 MELLO CT, BALTIMORE, MD, 21205",9/16/16,2016,Oldtown/Middle East
"3600 FAIRVIEW AVE, BALTIMORE, MD, 21216",9/16/16,2016,Forest Park/Walbrook
"x=-76.651534, y=39.317525",9/16/16,2016,Greater Mondawmin
"2100 KIRK AVE, MD, 21218",9/18/16,2016,Midway/Coldstream
"1800 N MONTFORD AVE, BALTIMORE, MD, 21213",9/18/16,2016,Clifton-Berea
"5400 LOCH RAVEN BLVD, BALTIMORE, MD, 21239",9/19/16,2016,Loch Raven
"3100 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",9/20/16,2016,Greater Mondawmin
"4600 PEN LUCY ROAD, MD, 21229",9/21/16,2016,Beechfield/Ten Hills/West Hills
"2300 REISTERSTOWN ROAD, BALTIMORE, MD, 21217",9/21/16,2016,Greater Mondawmin
"1800 N CALVERT ST, BALTIMORE, MD, 21202",9/23/16,2016,Midtown
"1000 NORTH AVE, MD, 21217",9/23/16,2016,Penn North/Reservoir Hill
"1 N CAREY ST, BALTIMORE, MD, 21223",9/24/16,2016,Poppleton/The Terraces/Hollins Market
"4300 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",9/25/16,2016,Southern Park Heights
"100 N SMALLWOOD ST, BALTIMORE, MD, 21223",9/25/16,2016,Southwest Baltimore
"3200 VICKERS ROAD, BALTIMORE, MD, 21216",9/27/16,2016,Greater Mondawmin
"500 N BRICE ST, BALTIMORE, MD, 21223",9/28/16,2016,Sandtown-Winchester/Harlem Park
"600 YALE AVE, BALTIMORE, MD, 21229",10/2/16,2016,Allendale/Irvington/S. Hilton
"3400 LYNDALE AVE, BALTIMORE, MD, 21213",10/2/16,2016,Belair-Edison
"2600 ROBB ST, BALTIMORE, MD, 21218",10/3/16,2016,Midway/Coldstream
"2400 MARBOURNE AVE, BALTIMORE, MD, 21230",10/3/16,2016,Westport/Mount Winans/Lakeland
"400 N ROSE ST, BALTIMORE, MD, 21224",10/4/16,2016,Patterson Park North & East
"3300 CLIFTMONT AVE, BALTIMORE, MD, 21213",10/4/16,2016,Belair-Edison
"1100 MCCULLOH ST, MD, 21201",10/6/16,2016,Upton/Druid Heights
"2500 W LAFAYETTE AVE, BALTIMORE, MD, 21216",10/9/16,2016,Greater Rosemont
"3700 BEEHLER AVE, BALTIMORE, MD, 21215",10/10/16,2016,Pimlico/Arlington/Hilltop
"2300 PRESBURY ST, MD, 21216",10/10/16,2016,Greater Rosemont
"1 N MONROE ST, BALTIMORE, MD, 21223",10/10/16,2016,Southwest Baltimore
"600 N GLOVER ST, BALTIMORE, MD, 21205",10/11/16,2016,Madison/East End
"200 N GILMOR ST, BALTIMORE, MD, 21223",10/11/16,2016,Southwest Baltimore
"2400 PACA ST, MD, 21230",10/12/16,2016,Westport/Mount Winans/Lakeland
"2300 CALVERTON HEIGHTS AVE, BALTIMORE, MD, 21216",10/12/16,2016,Greater Rosemont
"2100 WILKENS AVE, BALTIMORE, MD, 21223",10/13/16,2016,Southwest Baltimore
"200 N MONASTERY AVE, BALTIMORE, MD, 21229",10/15/16,2016,Allendale/Irvington/S. Hilton
"300 COLLINS AVE, MD, 21229",10/16/16,2016,Allendale/Irvington/S. Hilton
"1800 MCKEAN AVE, MD, 21217",10/16/16,2016,Sandtown-Winchester/Harlem Park
"2000 CECIL AVE, BALTIMORE, MD, 21218",10/18/16,2016,Midway/Coldstream
"4700 ALHAMBRA AVE, BALTIMORE, MD, 21212",10/19/16,2016,Greater Govans
"1400 RAMSAY ST, BALTIMORE, MD, 21223",10/21/16,2016,Southwest Baltimore
"3400 JUNEWAY, BALTIMORE, MD, 21213",10/22/16,2016,Belair-Edison
"3300 W BALTIMORE ST, BALTIMORE, MD, 21229",10/24/16,2016,Allendale/Irvington/S. Hilton
"2200 POPLAR GROVE ST, BALTIMORE, MD, 21216",10/24/16,2016,Greater Mondawmin
"2200 POPLAR GROVE ST, BALTIMORE, MD, 21216",10/24/16,2016,Greater Mondawmin
"1500 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",10/26/16,2016,Upton/Druid Heights
"5100 CONANT WAY, BALTIMORE, MD, 21206",10/28/16,2016,Cedonia/Frankford
"2800 HILLDALE AVE, BALTIMORE, MD, 21215",10/29/16,2016,Southern Park Heights
"2400 LOYOLA NORTHWAY, BALTIMORE, MD, 21215",10/30/16,2016,Southern Park Heights
"2000 BOYD ST, BALTIMORE, MD, 21223",11/4/16,2016,Southwest Baltimore
"2800 KEYWORTH AVE, MD, 21215",11/5/16,2016,Southern Park Heights
"3800 10TH ST, BALTIMORE, MD, 21225",11/7/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"4400 ADELLE TER, BALTIMORE, MD, 21229",11/9/16,2016,Allendale/Irvington/S. Hilton
"2900 CHERRYLAND ROAD, MD, 21225",11/9/16,2016,Cherry Hill
"1800 RUXTON AVE, BALTIMORE, MD, 21216",11/9/16,2016,Greater Rosemont
"800 W LEXINGTON ST, BALTIMORE, MD, 21201",11/11/16,2016,Poppleton/The Terraces/Hollins Market
"100 W JEFFREY ST, BALTIMORE, MD, 21225",11/11/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"3000 OAKFIELD AVE, MD, 21216",11/15/16,2016,Forest Park/Walbrook
"3000 GREENMOUNT AVE, BALTIMORE, MD, 21218",11/15/16,2016,Greater Charles Village/Barclay
"3400 MILFORD AVE, BALTIMORE, MD, 21207",11/17/16,2016,Howard Park/West Arlington
"1000 HOMEWOOD AVE, MD, 21202",11/17/16,2016,Oldtown/Middle East
"2600 SHIRLEY AVE, MD, 21215",11/18/16,2016,Southern Park Heights
"1700 E 25TH ST, BALTIMORE, MD, 21213",11/19/16,2016,Clifton-Berea
"1500 ORLEANS ST, BALTIMORE, MD, 21204",11/19/16,2016,Oldtown/Middle East
"5100 CHALGROVE AVE, BALTIMORE, MD, 21215",11/20/16,2016,Pimlico/Arlington/Hilltop
"1700 APPLETON ST, BALTIMORE, MD, 21217",11/20/16,2016,Sandtown-Winchester/Harlem Park
"1300 N MONROE ST, BALTIMORE, MD, 21217",11/20/16,2016,Sandtown-Winchester/Harlem Park
"2900 ARUNAH AVE, MD, 21216",11/21/16,2016,Greater Rosemont
"500 RANDOM ROAD, BALTIMORE, MD, 21229",11/22/16,2016,Beechfield/Ten Hills/West Hills
"5600 ALBANENE PL, MD, 21206",11/23/16,2016,Cedonia/Frankford
"1 N CAREY ST, BALTIMORE, MD, 21223",11/23/16,2016,Poppleton/The Terraces/Hollins Market
"600 LAURENS ST, MD, 21217",11/25/16,2016,Upton/Druid Heights
"4000 DUVALL AVE, BALTIMORE, MD, 21216",11/29/16,2016,Forest Park/Walbrook
"900 N BROADWAY, BALTIMORE, MD, 21205",11/30/16,2016,Oldtown/Middle East
"3500 FAIRVIEW AVE, BALTIMORE, MD, 21216",11/30/16,2016,Forest Park/Walbrook
"2900 GARRISON BLVD, BALTIMORE, MD, 21216",11/30/16,2016,Forest Park/Walbrook
"2900 GARRISON BLVD, BALTIMORE, MD, 21216",11/30/16,2016,Forest Park/Walbrook
"1400 PRESTON ST, MD, 21213",12/1/16,2016,Greenmount East
"400 N HIGHLAND AVE, BALTIMORE, MD, 21224",12/2/16,2016,Patterson Park North & East
"900 BENNETT PL, BALTIMORE, MD, 21223",12/4/16,2016,Sandtown-Winchester/Harlem Park
"900 BENNETT PL, BALTIMORE, MD, 21223",12/4/16,2016,Sandtown-Winchester/Harlem Park
"900 BENNETT PL, BALTIMORE, MD, 21223",12/4/16,2016,Sandtown-Winchester/Harlem Park
"100 N EUTAW ST, BALTIMORE, MD, 21201",12/5/16,2016,Downtown/Seton Hill
"2600 GREENMOUNT AVE, MD, 21218",12/9/16,2016,Greater Charles Village/Barclay
"1100 CURTAIN AVE, MD, 21218",12/9/16,2016,Midway/Coldstream
"2600 HARFORD ROAD, MD, 21218",12/10/16,2016,Midway/Coldstream
"3900 GROVELAND AVE, BALTIMORE, MD, 21215",12/13/16,2016,Howard Park/West Arlington
"3900 GROVELAND AVE, BALTIMORE, MD, 21215",12/13/16,2016,Howard Park/West Arlington
"5100 YORK ROAD, BALTIMORE, MD, 21212",12/14/16,2016,North Baltimore/Guilford/Homeland
"400 S MONROE ST, BALTIMORE, MD, 21223",12/14/16,2016,Southwest Baltimore
"4800 CORDELIA AVE, MD, 21215",12/15/16,2016,Pimlico/Arlington/Hilltop
"400 CAMBRIA ST, BALTIMORE, MD, 21225",12/16/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"2200 W LEXINGTON ST, BALTIMORE, MD, 21223",12/16/16,2016,Southwest Baltimore
"1800 RAYNER AVE, BALTIMORE, MD, 21217",12/19/16,2016,Sandtown-Winchester/Harlem Park
"1800 RAYNER AVE, BALTIMORE, MD, 21217",12/19/16,2016,Sandtown-Winchester/Harlem Park
"x=-76.632012, y=39.282489",12/20/16,2016,Washington Village/Pigtown
"5200 CUTHBERT AVE, BALTIMORE, MD, 21215",12/20/16,2016,Pimlico/Arlington/Hilltop
"3500 WOODLAND AVE, BALTIMORE, MD, 21215",12/21/16,2016,Pimlico/Arlington/Hilltop
"3600 LYNDALE AVE, BALTIMORE, MD, 21213",12/22/16,2016,Belair-Edison
"2400 EUTAW PL, BALTIMORE, MD, 21217",12/22/16,2016,Penn North/Reservoir Hill
"1100 WARD ST, MD, 21230",12/23/16,2016,Washington Village/Pigtown
"2000 BANK ST, BALTIMORE, MD, 21231",12/25/16,2016,Fells Point
"x=-76.583352, y=39.293099",12/25/16,2016,Patterson Park North & East
"2800 EDMONDSON AVE, MD, 21223",12/28/16,2016,Greater Rosemont
"2200 E NORTH AVE, BALTIMORE, MD, 21213",12/31/16,2016,Clifton-Berea
"1800 W FAYETTE ST, BALTIMORE, MD, 21223",42736,2017,Southwest Baltimore
"1000 N MOUNT ST, BALTIMORE, MD, 21217",42736,2017,Sandtown-Winchester/Harlem Park
"1500 BENTALOU ST, MD, 21216",42738,2017,Greater Rosemont
"3600 S HANOVER ST, BALTIMORE, MD, 21225",42739,2017,Brooklyn/Curtis Bay/Hawkins Point
"900 PENNSYLVANIA AVE, BALTIMORE, MD, 21201",42740,2017,Upton/Druid Heights
"400 PARKSLEY AVE, MD, 21223",42742,2017,Allendale/Irvington/S. Hilton
"2400 W BALTIMORE ST, BALTIMORE, MD, 21223",42744,2017,Southwest Baltimore
"3000 ERDMAN AVE, BALTIMORE, MD, 21213",42745,2017,Belair-Edison
"2109 MCELDERRY ST, BALTIMORE, MD, 21205",42745,2017,Madison/East End
"3800 EASTERN AVE, BALTIMORE, MD, 21224",42747,2017,Highlandtown
"3000 BARCLAY ST, BALTIMORE, MD, 21218",42747,2017,Greater Charles Village/Barclay
"x=-76.591468, y=39.321019",42747,2017,Midway/Coldstream
"3400 GRANTLEY ROAD, BALTIMORE, MD, 21215",42748,2017,Dorchester/Ashburton
"800 CLINTWOOD CT, MD, 21225",42750,2017,Brooklyn/Curtis Bay/Hawkins Point
"1800 N CAREY ST, BALTIMORE, MD, 21217",42750,2017,Sandtown-Winchester/Harlem Park
"1600 CHILTON ST, BALTIMORE, MD, 21218",42754,2017,Midway/Coldstream
"1400 POPLAND ST, MD, 21226",42754,2017,Brooklyn/Curtis Bay/Hawkins Point
"600 DUMBARTON AVE, MD, 21218",42755,2017,Greater Govans
"100 N HOWARD ST, BALTIMORE, MD, 21201",42755,2017,Downtown/Seton Hill
"2900 BIDDLE ST, MD, 21213",42757,2017,Clifton-Berea
"2000 FLEET ST, BALTIMORE, MD, 21231",42757,2017,Fells Point
"3600 MOUNT PLEASANT AVE, MD, 21224",42758,2017,Highlandtown
"3600 COLUMBUS DR, MD, 21215",42758,2017,Dorchester/Ashburton
"1300 E NORTHERN PKWY, BALTIMORE, MD, 21239",42758,2017,Loch Raven
"3900 KENYON AVE, BALTIMORE, MD, 21213",42759,2017,Belair-Edison
"2100 E FEDERAL ST, BALTIMORE, MD, 21213",42759,2017,Clifton-Berea
"x=-76.644249, y=39.284102",42759,2017,Southwest Baltimore
"2200 PRESTON ST, MD, 21213",42760,2017,Clifton-Berea
"100 S CONKLING ST, BALTIMORE, MD, 21224",42760,2017,Highlandtown
"5000 QUEENSBERRY AVE, BALTIMORE, MD, 21215",42761,2017,Pimlico/Arlington/Hilltop
"1800 WASHINGTON BLVD, BALTIMORE, MD, 21230",42762,2017,Washington Village/Pigtown
"3400 HANOVER ST, MD, 21225",42763,2017,Brooklyn/Curtis Bay/Hawkins Point
"1900 N MONROE ST, BALTIMORE, MD, 21217",42764,2017,Greater Mondawmin
"2400 BRENTWOOD AVE, BALTIMORE, MD, 21218",42764,2017,Greater Charles Village/Barclay
"4700 HAMPNETT AVE, BALTIMORE, MD, 21214",42767,2017,Lauraville
"1700 N BENTALOU ST, BALTIMORE, MD, 21216",42767,2017,Greater Rosemont
"3900 PASCAL AVE, BALTIMORE, MD, 21226",42768,2017,Brooklyn/Curtis Bay/Hawkins Point
"3700 7TH ST, BALTIMORE, MD, 21225",42769,2017,Brooklyn/Curtis Bay/Hawkins Point
"2600 ULMAN AVE, BALTIMORE, MD, 21215",42769,2017,Southern Park Heights
"250 N HILTON ST, BALTIMORE, MD, 21229",42769,2017,Allendale/Irvington/S. Hilton
"2400 HOLLINS FERRY ROAD, BALTIMORE, MD, 21230",42771,2017,Westport/Mount Winans/Lakeland
"4300 PIMLICO ROAD, BALTIMORE, MD, 21215",42772,2017,Southern Park Heights
"1300 E PRATT ST, BALTIMORE, MD, 21223",42772,2017,Harbor East/Little Italy
"2800 KIRK AVE, BALTIMORE, MD, 21218",42774,2017,The Waverlies
"1800 W SARATOGA ST, BALTIMORE, MD, 21223",42774,2017,Southwest Baltimore
"200 N HILTON ST, BALTIMORE, MD, 21229",42775,2017,Allendale/Irvington/S. Hilton
"5100 CORDELIA AVE, BALTIMORE, MD, 21215",42778,2017,Pimlico/Arlington/Hilltop
"300 LYNDHURST ST, BALTIMORE, MD, 21229",42779,2017,Allendale/Irvington/S. Hilton
"600 E EAGER ST, BALTIMORE, MD, 21202",42782,2017,Greenmount East
"400 MOTT ST, BALTIMORE, MD, 21202",42784,2017,Oldtown/Middle East
"2800 WENBURN ST, MD, 21230",42787,2017,Westport/Mount Winans/Lakeland
"500 BRUNSWICK ST, BALTIMORE, MD, 21223",42788,2017,Allendale/Irvington/S. Hilton
"3700 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",42789,2017,Southern Park Heights
"3900 BELVIEU AVE, MD, 21215",42791,2017,Dorchester/Ashburton
"2600 W FAIRMOUNT AVE, BALTIMORE, MD, 21223",42792,2017,Southwest Baltimore
"5600 GREENHILL AVE, BALTIMORE, MD, 21206",42793,2017,Cedonia/Frankford
"3600 BOWERS AVE, MD, 21207",42793,2017,Howard Park/West Arlington
"1500 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",42794,2017,Upton/Druid Heights
"5900 GLENOAK AVE, MD, 21214",42802,2017,Hamilton
"3400 W SARATOGA ST, BALTIMORE, MD, 21229",42803,2017,Allendale/Irvington/S. Hilton
"2600 KIRK AVE, BALTIMORE, MD, 21218",42803,2017,The Waverlies
"200 S BROADWAY, BALTIMORE, MD, 21231",42803,2017,Harbor East/Little Italy
"100 HAMBURG ST, MD, 21230",42805,2017,Inner Harbor/Federal Hill
"1500 RETREAT ST, MD, 21217",42807,2017,Penn North/Reservoir Hill
"2400 SAINT PAUL ST, BALTIMORE, MD, 21218",42808,2017,Greater Charles Village/Barclay
"2400 SAINT PAUL ST, BALTIMORE, MD, 21218",42808,2017,Greater Charles Village/Barclay
"1500 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",42809,2017,Upton/Druid Heights
"2700 MADISON AVE, BALTIMORE, MD, 21205",42810,2017,Medfield/Hampden/Woodberry/Remington
"4000 WHITE AVE, BALTIMORE, MD, 21206",42811,2017,Hamilton
"2600 W FAIRMOUNT AVE, BALTIMORE, MD, 21223",42811,2017,Southwest Baltimore
"1200 GREENMOUNT AVE, BALTIMORE, MD, 21202",42812,2017,Greenmount East
"1200 GREENMOUNT AVE, BALTIMORE, MD, 21202",42812,2017,Greenmount East
"3800 THE ALAMEDA, BALTIMORE, MD, 21218",42813,2017,Greater Govans
"2400 GUILFORD AVE, BALTIMORE, MD, 21218",42816,2017,Greater Charles Village/Barclay
"2400 GREENMOUNT AVE, BALTIMORE, MD, 21218",42818,2017,Greater Charles Village/Barclay
"2800 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",42820,2017,Greater Mondawmin
"2400 REISTERSTOWN ROAD, BALTIMORE, MD, 21217",42821,2017,Greater Mondawmin
"1000 E NORTH AVE, BALTIMORE, MD, 21202",42821,2017,Midway/Coldstream
"3500 ESTHER PL, BALTIMORE, MD, 21224",42822,2017,Orangeville/East Highlandtown
"2900 BELVEDERE AVE, MD, 21215",42823,2017,Pimlico/Arlington/Hilltop
"5100 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",42823,2017,Glen-Fallstaff
"3500 WABASH AVE, BALTIMORE, MD, 21215",42824,2017,Dorchester/Ashburton
"1600 N WOLFE ST, BALTIMORE, MD, 21213",42828,2017,Greenmount East
"3400 JUNEWAY, BALTIMORE, MD, 21213",42829,2017,Belair-Edison
"200 PEARL ST, MD, 21201",42833,2017,Downtown/Seton Hill
"200 PEARL ST, MD, 21201",42833,2017,Downtown/Seton Hill
"6100 PLANTVIEW WAY, BALTIMORE, MD, 21224",42834,2017,Southeastern
"1200 W NORTH AVE, BALTIMORE, MD, 21217",42834,2017,Penn North/Reservoir Hill
"1600 N MOUNT ST, BALTIMORE, MD, 21217",42835,2017,Sandtown-Winchester/Harlem Park
"1200 N LUZERNE AVE, BALTIMORE, MD, 21213",42836,2017,Clifton-Berea
"4000 NORFOLK AVE, BALTIMORE, MD, 21216",42838,2017,Forest Park/Walbrook
"3900 WABASH AVE, BALTIMORE, MD, 21215",42839,2017,Dorchester/Ashburton
"3200 WOLCOTT AVE, MD, 21216",42839,2017,Forest Park/Walbrook
"800 BRIDGEVIEW, BALTIMORE, MD, 21225",42840,2017,Cherry Hill
"4800 CLAYBURY AVE, BALTIMORE, MD, 21206",42841,2017,Cedonia/Frankford
"4100 6TH ST, BALTIMORE, MD, 21225",42841,2017,Brooklyn/Curtis Bay/Hawkins Point
"1400 N CAROLINE ST, BALTIMORE, MD, 21213",42841,2017,Greenmount East
"3000 PRESSTMAN ST, BALTIMORE, MD, 21216",42843,2017,Greater Rosemont
"5000 PALMER AVE, MD, 21215",42845,2017,Pimlico/Arlington/Hilltop
"1200 WALKER AVE, BALTIMORE, MD, 21239",42846,2017,Loch Raven
"300 S CALHOUN ST, BALTIMORE, MD, 21223",42848,2017,Southwest Baltimore
"30 S CALVERT ST, BALTIMORE, MD, 21202",42849,2017,Downtown/Seton Hill
"2000 FEDERAL ST, MD, 21213",42849,2017,Greenmount East
"x=-76.649730, y=39.282377",42852,2017,Southwest Baltimore
"223 EAST ST, BALTIMORE, MD, 21202",42853,2017,Oldtown/Middle East
"700 N ROSE ST, BALTIMORE, MD, 21205",42854,2017,Madison/East End
"1 N CAREY ST, BALTIMORE, MD, 21223",42854,2017,Poppleton/The Terraces/Hollins Market
"1 N CAREY ST, BALTIMORE, MD, 21223",42854,2017,Poppleton/The Terraces/Hollins Market
"2400 E PRESTON ST, BALTIMORE, MD, 21213",42855,2017,Clifton-Berea
"1600 AISQUITH ST, BALTIMORE, MD, 21202",42855,2017,Greenmount East
"800 N GLOVER ST, BALTIMORE, MD, 21205",42857,2017,Madison/East End
"x=-76.673188, y=39.285877",42858,2017,Allendale/Irvington/S. Hilton
"3100 W NORTH AVE, BALTIMORE, MD, 21216",42858,2017,Greater Rosemont
"1600 N FULTON AVE, BALTIMORE, MD, 21217",42858,2017,Sandtown-Winchester/Harlem Park
"500 CHATEAU AVE, BALTIMORE, MD, 21212",42860,2017,Greater Govans
"4800 HAZELWOOD AVE, BALTIMORE, MD, 21206",42861,2017,Cedonia/Frankford
"300 WHITRIDGE AVE, BALTIMORE, MD, 21218",42861,2017,Greater Charles Village/Barclay
"2800 PROSPECT ST, MD, 21216",42861,2017,Greater Rosemont
"2600 QUANTICO AVE, BALTIMORE, MD, 21215",42861,2017,Southern Park Heights
"1300 STRICKER ST, MD, 21217",42861,2017,Sandtown-Winchester/Harlem Park
"6100 BOSTON ST, MD, 21224",42863,2017,Southeastern
"2400 EDMONDSON AVE, BALTIMORE, MD, 21223",42863,2017,Greater Rosemont
"2800 W LANVALE ST, BALTIMORE, MD, 21216",42864,2017,Greater Rosemont
"2800 W LANVALE ST, BALTIMORE, MD, 21216",42864,2017,Greater Rosemont
"1300 CROFTON ROAD, BALTIMORE, MD, 21239",42864,2017,Northwood
"3900 MAINE AVE, BALTIMORE, MD, 21207",42865,2017,Dorchester/Ashburton
"x=-76.669418, y=39.268378",42867,2017,Morrell Park/Violetville
"4300 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",42869,2017,Southern Park Heights
"1000 WASHBURN AVE, MD, 21225",42869,2017,Brooklyn/Curtis Bay/Hawkins Point
"3300 SPAULDING AVE, MD, 21215",42870,2017,Pimlico/Arlington/Hilltop
"2600 GREENMOUNT AVE, MD, 21218",42871,2017,Greater Charles Village/Barclay
"5300 MERCERON AVE, BALTIMORE, MD, 21207",42872,2017,Howard Park/West Arlington
"500 SHERIDAN AVE, BALTIMORE, MD, 21212",42873,2017,Greater Govans
"1800 SAINT PAUL ST, BALTIMORE, MD, 21202",42874,2017,Midtown
"300 COLLINS AVE, MD, 21229",42876,2017,Allendale/Irvington/S. Hilton
"5100 YORK ROAD, BALTIMORE, MD, 21212",42877,2017,North Baltimore/Guilford/Homeland
"1700 ABBOTSTON ST, BALTIMORE, MD, 21218",42877,2017,Midway/Coldstream
"1 S HIGH ST, BALTIMORE, MD, 21202",42878,2017,Harbor East/Little Italy
"5100 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",42879,2017,Pimlico/Arlington/Hilltop
"400 S PAYSON ST, BALTIMORE, MD, 21223",42879,2017,Southwest Baltimore
"1300 N CALHOUN ST, BALTIMORE, MD, 21217",42879,2017,Sandtown-Winchester/Harlem Park
"1800 HOPE ST, MD, 21202",42881,2017,Greenmount East
"1700 RUXTON AVE, BALTIMORE, MD, 21216",42884,2017,Greater Rosemont
"4000 W BELVEDERE AVE, BALTIMORE, MD, 21215",42885,2017,Pimlico/Arlington/Hilltop
"1200 N CAROLINE ST, BALTIMORE, MD, 21213",42885,2017,Greenmount East
"2000 N MONROE ST, BALTIMORE, MD, 21217",42886,2017,Greater Mondawmin
"700 YALE AVE, BALTIMORE, MD, 21229",42888,2017,Allendale/Irvington/S. Hilton
"600 S PAYSON ST, BALTIMORE, MD, 21223",42889,2017,Southwest Baltimore
"500 N BOULDIN ST, BALTIMORE, MD, 21205",42889,2017,Patterson Park North & East
"1800 RUTLAND AVE, BALTIMORE, MD, 21213",42889,2017,Greenmount East
"300 27TH ST, MD, 21211",42890,2017,Medfield/Hampden/Woodberry/Remington
"2700 WASHINGTON BLVD, BALTIMORE, MD, 21230",42891,2017,Morrell Park/Violetville
"x=-76.579197, y=39.294517",42894,2017,Patterson Park North & East
"1600 N SMALLWOOD ST, BALTIMORE, MD, 21216",42895,2017,Greater Rosemont
"800 GEORGE ST, BALTIMORE, MD, 21201",42895,2017,Upton/Druid Heights
"2500 BOSTON ST, BALTIMORE, MD, 21224",42898,2017,Canton
"200 N BENTALOU ST, BALTIMORE, MD, 21223",42898,2017,Southwest Baltimore
"1700 GERTRUDE ST, BALTIMORE, MD, 21216",42898,2017,Greater Rosemont
"1100 MOUNT HOLLY ST, BALTIMORE, MD, 21229",42898,2017,Edmondson Village
"1200 BONAPARTE AVE, BALTIMORE, MD, 21218",42899,2017,Midway/Coldstream
"1200 BONAPARTE AVE, BALTIMORE, MD, 21218",42899,2017,Midway/Coldstream
"3700 EDMONDSON AVE, BALTIMORE, MD, 21229",42904,2017,Edmondson Village
"1700 ELLSWORTH ST, MD, 21213",42906,2017,Greenmount East
"x=-76.682559, y=39.327440",42908,2017,Dorchester/Ashburton
"5200 SAINT CHARLES AVE, BALTIMORE, MD, 21215",42909,2017,Pimlico/Arlington/Hilltop
"1600 GAY ST, MD, 21213",42909,2017,Clifton-Berea
