geocoded_address,event_date,year,CSA2010
"500 30TH ST, MD, 21211",1/24/06,2006,Medfield/Hampden/Woodberry/Remington
"1125 APPLETON ST, BALTIMORE, MD, 21217",1/27/06,2006,Sandtown-Winchester/Harlem Park
"4719 YORK ROAD, BALTIMORE, MD, 21212",2/2/06,2006,Greater Govans
"4719 YORK ROAD, BALTIMORE, MD, 21212",2/2/06,2006,Greater Govans
"3800 POTEE ST, BALTIMORE, MD, 21225",2/3/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"1600 ABBOTSTON ST, BALTIMORE, MD, 21218",2/4/06,2006,Midway/Coldstream
"2600 SHIRLEY AVE, MD, 21215",2/10/06,2006,Southern Park Heights
"x=-76.668985, y=39.346888",2/13/06,2006,Pimlico/Arlington/Hilltop
"2500 W BALTIMORE ST, BALTIMORE, MD, 21223",2/13/06,2006,Southwest Baltimore
"200 BOND ST, MD, 21231",2/16/06,2006,Oldtown/Middle East
"1600 DRUID HILL AVE, BALTIMORE, MD, 21217",2/17/06,2006,Upton/Druid Heights
"2000 BRADDISH AVE, BALTIMORE, MD, 21216",2/18/06,2006,Greater Rosemont
"1600 E 25TH ST, BALTIMORE, MD, 21213",2/28/06,2006,Clifton-Berea
"1600 E 25TH ST, BALTIMORE, MD, 21213",2/28/06,2006,Clifton-Berea
"3300 OAKFIELD AVE, BALTIMORE, MD, 21207",3/1/06,2006,Dorchester/Ashburton
"1900 EDMONDSON AVE, BALTIMORE, MD, 21223",3/1/06,2006,Sandtown-Winchester/Harlem Park
"5500 GWYNN OAK AVE, BALTIMORE, MD, 21207",3/2/06,2006,Howard Park/West Arlington
"2300 HERKIMER ST, MD, 21230",3/3/06,2006,Morrell Park/Violetville
"2400 JEFFERSON ST, BALTIMORE, MD, 21205",3/4/06,2006,Madison/East End
"500 MOSHER ST, MD, 21217",3/7/06,2006,Upton/Druid Heights
"1200 W NORTH AVE, BALTIMORE, MD, 21217",3/7/06,2006,Penn North/Reservoir Hill
"1700 BIDDLE ST, MD, 21213",3/13/06,2006,Oldtown/Middle East
"1100 WEBB CT, BALTIMORE, MD, 21201",3/14/06,2006,Oldtown/Middle East
"4600 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",3/18/06,2006,Southern Park Heights
"400 E 25TH ST, BALTIMORE, MD, 21218",3/21/06,2006,Greater Charles Village/Barclay
"2400 LAURETTA AVE, BALTIMORE, MD, 21223",3/22/06,2006,Greater Rosemont
"3000 WENBURN ST, MD, 21230",3/22/06,2006,Westport/Mount Winans/Lakeland
"700 WOODBOURNE AVE, BALTIMORE, MD, 21212",3/23/06,2006,Chinquapin Park/Belvedere
"1500 MONTPELIER ST, MD, 21218",3/26/06,2006,Midway/Coldstream
"1300 N MONTFORD AVE, BALTIMORE, MD, 21213",3/30/06,2006,Clifton-Berea
"900 N LUZERNE AVE, BALTIMORE, MD, 21205",3/31/06,2006,Madison/East End
"1800 N CHARLES ST, BALTIMORE, MD, 21201",3/31/06,2006,Midtown
"500 MOUNT ST, MD, 21223",4/1/06,2006,Sandtown-Winchester/Harlem Park
"600 PRESSTMAN ST, MD, 21217",4/3/06,2006,Upton/Druid Heights
"4700 HARFORD ROAD, BALTIMORE, MD, 21214",4/3/06,2006,Lauraville
"500 SHERIDAN AVE, BALTIMORE, MD, 21212",4/6/06,2006,Greater Govans
"500 SHERIDAN AVE, BALTIMORE, MD, 21212",4/6/06,2006,Greater Govans
"2000 LONGWOOD ST, MD, 21216",4/6/06,2006,Greater Rosemont
"1800 BRADDISH AVE, BALTIMORE, MD, 21216",4/8/06,2006,Greater Rosemont
"3500 LUCILLE AVE, BALTIMORE, MD, 21215",4/9/06,2006,Pimlico/Arlington/Hilltop
"3300 OLD FREDERICK ROAD, BALTIMORE, MD, 21229",4/10/06,2006,Allendale/Irvington/S. Hilton
"2600 SAINT BENEDICT ST, MD, 21223",4/11/06,2006,Southwest Baltimore
"1200 GLYNDON AVE, BALTIMORE, MD, 21223",4/11/06,2006,Washington Village/Pigtown
"1900 DIVISION ST, BALTIMORE, MD, 21217",4/12/06,2006,Upton/Druid Heights
"2300 CALLOW AVE, BALTIMORE, MD, 21217",4/13/06,2006,Penn North/Reservoir Hill
"3000 LORENA AVE, BALTIMORE, MD, 21230",4/15/06,2006,Westport/Mount Winans/Lakeland
"2200 ROSLYN AVE, BALTIMORE, MD, 21216",4/15/06,2006,Forest Park/Walbrook
"1000 N AUGUSTA AVE, BALTIMORE, MD, 21229",4/15/06,2006,Edmondson Village
"2600 LOYOLA SOUTHWAY, BALTIMORE, MD, 21215",4/18/06,2006,Southern Park Heights
"3400 SPELMAN ROAD, BALTIMORE, MD, 21230",4/20/06,2006,Cherry Hill
"1400 POPLAR GROVE ST, BALTIMORE, MD, 21216",4/20/06,2006,Greater Rosemont
"1400 KUPER ST, BALTIMORE, MD, 21223",4/20/06,2006,Southwest Baltimore
"2400 E OLIVER ST, BALTIMORE, MD, 21213",4/21/06,2006,Clifton-Berea
"700 WHITMORE AVE, BALTIMORE, MD, 21216",4/23/06,2006,Greater Rosemont
"700 WHITMORE AVE, BALTIMORE, MD, 21216",4/23/06,2006,Greater Rosemont
"3900 FOREST PARK AVE, MD, 21207",4/26/06,2006,Dorchester/Ashburton
"1600 MOUNTMOR CT, BALTIMORE, MD, 21217",4/26/06,2006,Sandtown-Winchester/Harlem Park
"4100 HYDEN CT, BALTIMORE, MD, 21225",4/29/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"4100 ELDERON AVE, BALTIMORE, MD, 21215",4/29/06,2006,Howard Park/West Arlington
"1400 N DUKELAND ST, BALTIMORE, MD, 21216",5/3/06,2006,Greater Rosemont
"2300 E PRESTON ST, BALTIMORE, MD, 21213",5/4/06,2006,Clifton-Berea
"3600 EDMONDSON AVE, BALTIMORE, MD, 21229",5/5/06,2006,Edmondson Village
"2200 GUILFORD AVE, MD, 21218",5/5/06,2006,Greater Charles Village/Barclay
"1300 HARLEM AVE, BALTIMORE, MD, 21217",5/7/06,2006,Sandtown-Winchester/Harlem Park
"2600 QUANTICO AVE, BALTIMORE, MD, 21215",5/9/06,2006,Southern Park Heights
"3400 ROUND ROAD, BALTIMORE, MD, 21225",5/12/06,2006,Cherry Hill
"2200 GARRISON BLVD, BALTIMORE, MD, 21216",5/13/06,2006,Forest Park/Walbrook
"1901 EAGLE DR, BALTIMORE, MD, 21207",5/16/06,2006,Dickeyville/Franklintown
"1900 EAGLE ST, MD, 21223",5/16/06,2006,Southwest Baltimore
"4500 MARBLE HALL ROAD, BALTIMORE, MD, 21239",5/17/06,2006,Northwood
"2500 MARBOURNE AVE, BALTIMORE, MD, 21230",5/17/06,2006,Westport/Mount Winans/Lakeland
"1100 DUNDALK AVE, BALTIMORE, MD, 21224",5/20/06,2006,Southeastern
"6000 AMBERWOOD ROAD, BALTIMORE, MD, 21206",5/22/06,2006,Claremont/Armistead
"5600 HIGHGATE DR, MD, 21215",5/23/06,2006,Glen-Fallstaff
"800 GLADE CT, MD, 21225",5/24/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"1001 WOODBOURNE AVE, BALTIMORE, MD, 21212",5/25/06,2006,Greater Govans
"1500 E FEDERAL ST, BALTIMORE, MD, 21213",5/27/06,2006,Greenmount East
"400 S LEHIGH ST, BALTIMORE, MD, 21224",5/28/06,2006,Orangeville/East Highlandtown
"300 W 31ST ST, BALTIMORE, MD, 21211",5/28/06,2006,Medfield/Hampden/Woodberry/Remington
"200 S BROADWAY, BALTIMORE, MD, 21231",5/28/06,2006,Harbor East/Little Italy
"1700 FREDERICK AVE, MD, 21223",5/28/06,2006,Southwest Baltimore
"700 N MADEIRA ST, BALTIMORE, MD, 21205",5/29/06,2006,Madison/East End
"1400 E FEDERAL ST, BALTIMORE, MD, 21213",5/30/06,2006,Greenmount East
"7100 MCCLEAN BLVD, MD, 21234",5/31/06,2006,Harford/Echodale
"300 GUILFORD AVE, MD, 21202",6/5/06,2006,Downtown/Seton Hill
"1800 W SARATOGA ST, BALTIMORE, MD, 21223",6/7/06,2006,Southwest Baltimore
"5500 HADDON AVE, MD, 21207",6/10/06,2006,Howard Park/West Arlington
"1400 PRESSTMAN ST, BALTIMORE, MD, 21217",6/11/06,2006,Sandtown-Winchester/Harlem Park
"1400 AISQUITH ST, BALTIMORE, MD, 21202",6/11/06,2006,Greenmount East
"5700 SIMMONDS AVE, MD, 21215",6/13/06,2006,Glen-Fallstaff
"2900 TOWANDA AVE, MD, 21215",6/13/06,2006,Greater Mondawmin
"900 PRESTON ST, MD, 21202",6/14/06,2006,Greenmount East
"2700 E PRESTON ST, BALTIMORE, MD, 21213",6/14/06,2006,Clifton-Berea
"2800 ELLICOTT DR, BALTIMORE, MD, 21216",6/17/06,2006,Greater Rosemont
"1600 N SMALLWOOD ST, BALTIMORE, MD, 21216",6/18/06,2006,Greater Rosemont
"2300 DENISON ST, MD, 21216",6/19/06,2006,Forest Park/Walbrook
"1400 ANGLESEA ST, BALTIMORE, MD, 21224",6/19/06,2006,Southeastern
"300 E 27TH ST, BALTIMORE, MD, 21218",6/20/06,2006,Greater Charles Village/Barclay
"2900 GOODWOOD ROAD, BALTIMORE, MD, 21214",6/21/06,2006,Lauraville
"2200 CHRISTIAN ST, BALTIMORE, MD, 21223",6/21/06,2006,Southwest Baltimore
"4800 PENNINGTON AVE, BALTIMORE, MD, 21226",6/23/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"600 AISQUITH ST, BALTIMORE, MD, 21202",6/24/06,2006,Oldtown/Middle East
"300 MCMECHEN ST, MD, 21217",6/26/06,2006,Midtown
"2700 EDMONDSON AVE, BALTIMORE, MD, 21223",7/1/06,2006,Greater Rosemont
"600 CHERRYCREST ROAD, MD, 21225",7/2/06,2006,Cherry Hill
"4300 GLENMORE AVE, BALTIMORE, MD, 21206",7/3/06,2006,Cedonia/Frankford
"400 LONG ISLAND AVE, MD, 21229",7/8/06,2006,Beechfield/Ten Hills/West Hills
"1499 CALHOUN ST, MD, 21217",7/11/06,2006,Sandtown-Winchester/Harlem Park
"500 SHERIDAN AVE, BALTIMORE, MD, 21212",7/12/06,2006,Greater Govans
"500 N FREMONT AVE, BALTIMORE, MD, 21201",7/12/06,2006,Sandtown-Winchester/Harlem Park
"1100 ARGYLE AVE, BALTIMORE, MD, 21201",7/13/06,2006,Upton/Druid Heights
"400 W FRANKLIN ST, BALTIMORE, MD, 21201",7/14/06,2006,Downtown/Seton Hill
"1100 E BIDDLE ST, BALTIMORE, MD, 21202",7/14/06,2006,Greenmount East
"2700 MONUMENT ST, MD, 21205",7/15/06,2006,Madison/East End
"1900 N MONROE ST, BALTIMORE, MD, 21217",7/15/06,2006,Greater Mondawmin
"901 N COLLINGTON AVE, BALTIMORE, MD, 21205",7/16/06,2006,Madison/East End
"3600 COTTAGE AVE, BALTIMORE, MD, 21215",7/16/06,2006,Southern Park Heights
"101 FRANKLINTOWN ROAD, MD, 21223",7/18/06,2006,Southwest Baltimore
"400 WHITRIDGE AVE, BALTIMORE, MD, 21218",7/18/06,2006,Greater Charles Village/Barclay
"2500 LOYOLA SOUTHWAY, BALTIMORE, MD, 21215",7/23/06,2006,Southern Park Heights
"2500 LOYOLA SOUTHWAY, BALTIMORE, MD, 21215",7/23/06,2006,Southern Park Heights
"1900 GUILFORD AVE, MD, 21202",7/23/06,2006,Greater Charles Village/Barclay
"5200 WESLEY AVE, BALTIMORE, MD, 21207",7/26/06,2006,Howard Park/West Arlington
"5200 WESLEY AVE, BALTIMORE, MD, 21207",7/26/06,2006,Howard Park/West Arlington
"1700 N WARWICK AVE, BALTIMORE, MD, 21216",7/27/06,2006,Greater Rosemont
"4000 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",7/28/06,2006,Southern Park Heights
"2100 KOKO LN, BALTIMORE, MD, 21216",7/28/06,2006,Greater Mondawmin
"700 COOKS LN, BALTIMORE, MD, 21229",7/29/06,2006,Beechfield/Ten Hills/West Hills
"1000 BOOTH ST, MD, 21223",7/29/06,2006,Poppleton/The Terraces/Hollins Market
"2900 BELAIR ROAD, MD, 21213",7/30/06,2006,Belair-Edison
"800 BETHUNE ROAD, MD, 21225",8/1/06,2006,Cherry Hill
"400 N CHESTER ST, BALTIMORE, MD, 21231",8/1/06,2006,Oldtown/Middle East
"2600 EVERGREEN AVE, BALTIMORE, MD, 21214",8/3/06,2006,Harford/Echodale
"2600 DULANY ST, MD, 21223",8/3/06,2006,Southwest Baltimore
"2815 N EDGECOMBE CIR, BALTIMORE, MD, 21215",8/6/06,2006,Southern Park Heights
"4100 ROLLINS AVE, BALTIMORE, MD, 21207",8/6/06,2006,Dorchester/Ashburton
"3600 PULASKI HWY, BALTIMORE, MD, 21224",8/9/06,2006,Orangeville/East Highlandtown
"4900 NELSON AVE, BALTIMORE, MD, 21215",8/13/06,2006,Pimlico/Arlington/Hilltop
"400 ILCHESTER AVE, BALTIMORE, MD, 21218",8/14/06,2006,Greater Charles Village/Barclay
"2700 CLIFTON AVE, MD, 21216",8/15/06,2006,Greater Mondawmin
"200 N CULVER ST, BALTIMORE, MD, 21229",8/19/06,2006,Allendale/Irvington/S. Hilton
"2800 SPAULDING AVE, MD, 21215",8/20/06,2006,Pimlico/Arlington/Hilltop
"1800 N MONTFORD AVE, BALTIMORE, MD, 21213",8/20/06,2006,Clifton-Berea
"3700 BEEHLER AVE, BALTIMORE, MD, 21215",8/21/06,2006,Pimlico/Arlington/Hilltop
"2500 JEFFERSON ST, BALTIMORE, MD, 21205",8/25/06,2006,Madison/East End
"2800 ROUND ROAD, BALTIMORE, MD, 21225",8/27/06,2006,Cherry Hill
"500 PONTIAC AVE, BALTIMORE, MD, 21225",8/30/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"3300 ELMORA AVE, BALTIMORE, MD, 21213",8/30/06,2006,Belair-Edison
"3500 LUCILLE AVE, BALTIMORE, MD, 21215",9/2/06,2006,Pimlico/Arlington/Hilltop
"800 W LEXINGTON ST, BALTIMORE, MD, 21201",9/3/06,2006,Poppleton/The Terraces/Hollins Market
"3400 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",9/4/06,2006,Southern Park Heights
"3300 SAINT AMBROSE AVE, MD, 21215",9/5/06,2006,Southern Park Heights
"600 N MONTFORD AVE, BALTIMORE, MD, 21205",9/6/06,2006,Madison/East End
"100 DIENER PL, MD, 21229",9/6/06,2006,Allendale/Irvington/S. Hilton
"7100 MCCLEAN BLVD, MD, 21234",9/7/06,2006,Harford/Echodale
"3901 SINCLAIR LN, BALTIMORE, MD, 21213",9/8/06,2006,Claremont/Armistead
"3700 8TH ST, MD, 21225",9/10/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"300 E 22ND ST, BALTIMORE, MD, 21218",9/10/06,2006,Greater Charles Village/Barclay
"300 E 22ND ST, BALTIMORE, MD, 21218",9/10/06,2006,Greater Charles Village/Barclay
"1100 CLEVELAND ST, MD, 21230",9/11/06,2006,Washington Village/Pigtown
"1200 E PATAPSCO AVE, BALTIMORE, MD, 21225",9/12/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"601 HOMESTEAD ST, BALTIMORE, MD, 21218",9/14/06,2006,The Waverlies
"2300 NORFOLK ST, MD, 21230",9/15/06,2006,Westport/Mount Winans/Lakeland
"3700 BALTIMORE ST, MD, 21224",9/17/06,2006,Orangeville/East Highlandtown
"500 BRUNSWICK ST, BALTIMORE, MD, 21223",9/18/06,2006,Allendale/Irvington/S. Hilton
"2300 W LANVALE ST, BALTIMORE, MD, 21216",9/18/06,2006,Greater Rosemont
"2300 W LANVALE ST, BALTIMORE, MD, 21216",9/18/06,2006,Greater Rosemont
"1600 N FULTON AVE, BALTIMORE, MD, 21217",9/18/06,2006,Sandtown-Winchester/Harlem Park
"700 GOLD ST, MD, 21217",9/21/06,2006,Sandtown-Winchester/Harlem Park
"2000 ROBB ST, BALTIMORE, MD, 21218",9/23/06,2006,Midway/Coldstream
"2300 MOUNT ROYAL TER, BALTIMORE, MD, 21217",9/25/06,2006,Penn North/Reservoir Hill
"500 PARKIN ST, MD, 21230",9/26/06,2006,Washington Village/Pigtown
"4000 BIDDISON LANE, MD, 21206",9/26/06,2006,Lauraville
"3300 SAINT AMBROSE AVE, MD, 21215",9/26/06,2006,Southern Park Heights
"1700 E 30TH ST, BALTIMORE, MD, 21218",9/28/06,2006,Midway/Coldstream
"1200 N DUKELAND ST, BALTIMORE, MD, 21216",9/28/06,2006,Greater Rosemont
"2700 QUANTICO AVE, MD, 21215",9/29/06,2006,Southern Park Heights
"2500 OSWEGO AVE, BALTIMORE, MD, 21215",9/30/06,2006,Southern Park Heights
"1400 W BALTIMORE ST, BALTIMORE, MD, 21223",9/30/06,2006,Southwest Baltimore
"3800 LYNDALE AVE, BALTIMORE, MD, 21213",10/2/06,2006,Belair-Edison
"21 S CALVERT ST, BALTIMORE, MD, 21202",10/2/06,2006,Downtown/Seton Hill
"1700 N CASTLE ST, BALTIMORE, MD, 21213",10/2/06,2006,Greenmount East
"1001 JEFFREY ST, MD, 21225",10/4/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"1200 N LUZERNE AVE, BALTIMORE, MD, 21213",10/4/06,2006,Clifton-Berea
"800 WINANS WAY, BALTIMORE, MD, 21229",10/7/06,2006,Beechfield/Ten Hills/West Hills
"3948 LEWISTON AVE, MD, 21215",10/9/06,2006,Pimlico/Arlington/Hilltop
"600 W FRANKLIN ST, BALTIMORE, MD, 21201",10/12/06,2006,Downtown/Seton Hill
"100 S POPPLETON ST, BALTIMORE, MD, 21201",10/15/06,2006,Poppleton/The Terraces/Hollins Market
"2800 CARVER ROAD, BALTIMORE, MD, 21225",10/17/06,2006,Cherry Hill
"1000 SAINT PAUL ST, MD, 21202",10/17/06,2006,Midtown
"2800 BOARMAN AVE, BALTIMORE, MD, 21215",10/18/06,2006,Southern Park Heights
"700 CUMBERLAND ST, BALTIMORE, MD, 21217",10/22/06,2006,Sandtown-Winchester/Harlem Park
"1000 BOND ST, MD, 21205",10/23/06,2006,Oldtown/Middle East
"300 E 27TH ST, BALTIMORE, MD, 21218",10/25/06,2006,Greater Charles Village/Barclay
"1500 SHIELDS PL, MD, 21217",10/25/06,2006,Upton/Druid Heights
"1400 N MILTON AVE, BALTIMORE, MD, 21213",10/26/06,2006,Clifton-Berea
"1700 ASHBURTON ST, BALTIMORE, MD, 21216",10/27/06,2006,Greater Rosemont
"2700 TIVOLY AVE, BALTIMORE, MD, 21218",10/28/06,2006,Midway/Coldstream
"4100 ELKADER ROAD, MD, 21218",10/31/06,2006,Greater Govans
"900 CATOR AVE, BALTIMORE, MD, 21218",10/31/06,2006,Greater Govans
"6000 MARLUTH AVE, MD, 21206",10/31/06,2006,Cedonia/Frankford
"400 MULBERRY ST, MD, 21201",11/3/06,2006,Downtown/Seton Hill
"4800 MELBOURNE ROAD, BALTIMORE, MD, 21229",11/5/06,2006,Beechfield/Ten Hills/West Hills
"300 E NORTH AVE, BALTIMORE, MD, 21202",11/7/06,2006,Greater Charles Village/Barclay
"4500 PENNINGTON AVE, MD, 21226",11/10/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"2500 E HOFFMAN ST, BALTIMORE, MD, 21213",11/11/06,2006,Clifton-Berea
"2100 GARRISON BLVD, MD, 21216",11/11/06,2006,Forest Park/Walbrook
"x=-76.627653, y=39.297957",11/17/06,2006,Upton/Druid Heights
"1200 HARGEST LANE, MD, 21218",11/19/06,2006,Midway/Coldstream
"500 N STREEPER ST, BALTIMORE, MD, 21205",11/19/06,2006,Madison/East End
"1700 SARATOGA ST, MD, 21223",11/21/06,2006,Southwest Baltimore
"700 BARTLETT AVE, BALTIMORE, MD, 21218",11/23/06,2006,Midway/Coldstream
"400 E 22ND ST, BALTIMORE, MD, 21218",11/25/06,2006,Greater Charles Village/Barclay
"x=-76.683499, y=39.340479",11/26/06,2006,Dorchester/Ashburton
"1200 SHELLBANKS ROAD, BALTIMORE, MD, 21225",11/26/06,2006,Cherry Hill
"4300 FAIRFAX ROAD, MD, 21216",11/28/06,2006,Forest Park/Walbrook
"3800 TOWANDA AVE, BALTIMORE, MD, 21215",11/30/06,2006,Southern Park Heights
"1500 SHADYSIDE ROAD, BALTIMORE, MD, 21218",12/1/06,2006,Northwood
"1300 N CHESTER ST, BALTIMORE, MD, 21213",12/1/06,2006,Greenmount East
"300 W LAFAYETTE AVE, BALTIMORE, MD, 21217",12/2/06,2006,Midtown
"3700 FLOWERTON ROAD, BALTIMORE, MD, 21229",12/5/06,2006,Edmondson Village
"3400 KENYON AVE, BALTIMORE, MD, 21213",12/6/06,2006,Belair-Edison
"701 ELLWOOD AVE, MD, 21205",12/10/06,2006,Madison/East End
"1666 W NORTH AVE, BALTIMORE, MD, 21217",12/11/06,2006,Greater Mondawmin
"4400 HADDON AVE, BALTIMORE, MD, 21207",12/12/06,2006,Howard Park/West Arlington
"3900 BONNER ROAD, BALTIMORE, MD, 21216",12/12/06,2006,Forest Park/Walbrook
"3400 CLIFTMONT AVE, BALTIMORE, MD, 21213",12/12/06,2006,Belair-Edison
"4000 W BELVEDERE AVE, BALTIMORE, MD, 21215",12/13/06,2006,Pimlico/Arlington/Hilltop
"3800 S HANOVER ST, BALTIMORE, MD, 21225",12/15/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"2800 VIRGINIA AVE, BALTIMORE, MD, 21215",12/15/06,2006,Southern Park Heights
"3700 FAIRHAVEN AVE, MD, 21226",12/16/06,2006,Brooklyn/Curtis Bay/Hawkins Point
"1300 MCCULLOH ST, MD, 21217",12/16/06,2006,Upton/Druid Heights
"800 BETHUNE ROAD, MD, 21225",12/17/06,2006,Cherry Hill
"800 STRICKER ST, MD, 21217",12/19/06,2006,Sandtown-Winchester/Harlem Park
"5700 HAZELWOOD CIR, MD, 21206",12/20/06,2006,Cedonia/Frankford
"3300 E FAYETTE ST, BALTIMORE, MD, 21224",12/20/06,2006,Patterson Park North & East
"2400 WINCHESTER ST, BALTIMORE, MD, 21216",12/21/06,2006,Greater Rosemont
"700 N MONROE ST, BALTIMORE, MD, 21217",12/22/06,2006,Sandtown-Winchester/Harlem Park
"4300 FRANKLINTOWN ROAD, MD, 21229",12/23/06,2006,Edmondson Village
"2900 SILVER HILL AVE, BALTIMORE, MD, 21207",12/24/06,2006,Howard Park/West Arlington
"3200 E BALTIMORE ST, BALTIMORE, MD, 21224",12/26/06,2006,Patterson Park North & East
"2500 GARRETT AVE, MD, 21218",12/27/06,2006,Midway/Coldstream
"2700 KINSEY AVE, MD, 21223",12/28/06,2006,Southwest Baltimore
"1898 CAREY ST, MD, 21217",12/30/06,2006,Sandtown-Winchester/Harlem Park
"3200 AUCHENTOROLY TER, BALTIMORE, MD, 21217",12/31/06,2006,Penn North/Reservoir Hill
"3400 CLIFTON AVE, MD, 21216",1/1/07,2007,Greater Rosemont
"4900 CHALLEDON ROAD, BALTIMORE, MD, 21207",1/2/07,2007,Dickeyville/Franklintown
"2000 W NORTH AVE, BALTIMORE, MD, 21217",1/2/07,2007,Greater Mondawmin
"5900 NORTHWOOD DR, BALTIMORE, MD, 21212",1/3/07,2007,Chinquapin Park/Belvedere
"5200 READY AVE, BALTIMORE, MD, 21212",1/5/07,2007,Greater Govans
"500 MAUDE AVE, BALTIMORE, MD, 21225",1/5/07,2007,Brooklyn/Curtis Bay/Hawkins Point
"300 E NORTH AVE, BALTIMORE, MD, 21202",1/5/07,2007,Greater Charles Village/Barclay
"1700 CARSWELL ST, BALTIMORE, MD, 21218",39087,2007,Midway/Coldstream
"5100 HARFORD ROAD, BALTIMORE, MD, 21214",1/8/07,2007,Lauraville
"3101 RAVENWOOD AVE, BALTIMORE, MD, 21213",1/8/07,2007,Belair-Edison
"600 WASHBURN AVE, BALTIMORE, MD, 21225",1/9/07,2007,Brooklyn/Curtis Bay/Hawkins Point
"5200 YORK ROAD, BALTIMORE, MD, 21212",1/9/07,2007,North Baltimore/Guilford/Homeland
"4500 FAIRFAX ROAD, BALTIMORE, MD, 21216",1/9/07,2007,Forest Park/Walbrook
"200 E 25TH ST, BALTIMORE, MD, 21218",1/9/07,2007,Greater Charles Village/Barclay
"1200 N CAROLINE ST, BALTIMORE, MD, 21213",1/9/07,2007,Greenmount East
"1500 E 29TH ST, BALTIMORE, MD, 21218",1/13/07,2007,Midway/Coldstream
"2200 FLEETWOOD AVE, MD, 21214",1/15/07,2007,Harford/Echodale
"1300 N CALHOUN ST, BALTIMORE, MD, 21217",1/18/07,2007,Sandtown-Winchester/Harlem Park
"5400 CEDONIA AVE, BALTIMORE, MD, 21206",1/20/07,2007,Cedonia/Frankford
"1000 W BALTIMORE ST, BALTIMORE, MD, 21223",1/20/07,2007,Poppleton/The Terraces/Hollins Market
"3100 BRIGHTON ST, BALTIMORE, MD, 21216",1/22/07,2007,Greater Rosemont
"500 W PRESTON ST, BALTIMORE, MD, 21201",1/23/07,2007,Upton/Druid Heights
"1700 BIDDLE ST, MD, 21213",1/23/07,2007,Oldtown/Middle East
"2100 MADISON AVE, BALTIMORE, MD, 21217",1/24/07,2007,Upton/Druid Heights
"3900 W ROGERS AVE, BALTIMORE, MD, 21215",1/27/07,2007,Glen-Fallstaff
"1800 N CHESTER ST, BALTIMORE, MD, 21213",1/27/07,2007,Greenmount East
"7200 BROOKS CREST WAY, MD, 21208",1/29/07,2007,Glen-Fallstaff
"800 N HILTON ST, BALTIMORE, MD, 21229",1/30/07,2007,Edmondson Village
"3600 S HANOVER ST, BALTIMORE, MD, 21225",2/1/07,2007,Brooklyn/Curtis Bay/Hawkins Point
"2300 DRUID HILL AVE, BALTIMORE, MD, 21217",2/2/07,2007,Penn North/Reservoir Hill
"800 43RD ST, MD, 21212",2/8/07,2007,Greater Govans
"2400 E MADISON ST, BALTIMORE, MD, 21205",2/10/07,2007,Madison/East End
"2300 W BALTIMORE ST, BALTIMORE, MD, 21223",2/11/07,2007,Southwest Baltimore
"1800 W BALTIMORE ST, BALTIMORE, MD, 21223",2/11/07,2007,Southwest Baltimore
"3700 OAKMONT AVE, BALTIMORE, MD, 21215",2/17/07,2007,Pimlico/Arlington/Hilltop
"1000 BRANCHWATER CT, MD, 21205",2/18/07,2007,Oldtown/Middle East
"2300 E FAYETTE ST, BALTIMORE, MD, 21224",2/19/07,2007,Patterson Park North & East
"2300 BARCLAY ST, BALTIMORE, MD, 21218",2/19/07,2007,Greater Charles Village/Barclay
"1000 N BROADWAY, BALTIMORE, MD, 21205",2/19/07,2007,Oldtown/Middle East
"1800 CLIFTON AVE, BALTIMORE, MD, 21217",2/21/07,2007,Greater Mondawmin
"1500 N BRADFORD ST, BALTIMORE, MD, 21213",2/21/07,2007,Clifton-Berea
"1600 MCKEAN AVE, BALTIMORE, MD, 21217",2/23/07,2007,Sandtown-Winchester/Harlem Park
"1800 W PRATT ST, BALTIMORE, MD, 21223",2/24/07,2007,Southwest Baltimore
"1800 LANVALE ST, MD, 21217",2/26/07,2007,Sandtown-Winchester/Harlem Park
"2200 GUILFORD AVE, MD, 21218",2/27/07,2007,Greater Charles Village/Barclay
"700 N CURLEY ST, BALTIMORE, MD, 21205",3/3/07,2007,Madison/East End
"100 HAMBURG ST, MD, 21230",3/3/07,2007,Inner Harbor/Federal Hill
"2000 N SMALLWOOD ST, BALTIMORE, MD, 21216",3/5/07,2007,Greater Mondawmin
"1100 ELLAMONT ST, MD, 21216",3/6/07,2007,Greater Rosemont
"3000 ROSEDALE CT, MD, 21216",3/9/07,2007,Greater Rosemont
"1900 N MONROE ST, BALTIMORE, MD, 21217",3/9/07,2007,Greater Mondawmin
"5000 DENMORE AVE, BALTIMORE, MD, 21215",3/11/07,2007,Pimlico/Arlington/Hilltop
